譯文ID	作業ID	原文ID	原文對話序號	語言別	內容
291	118	1	1	en-US	Today we are here for stealing case. Case number 1425.
292	118	1	10	en-US	I am here today for ______stealing___ (case), Case Number _1425_____ as an interpreter. I promise to faithfully and honestly translate/interpret what is stated in this court. In the case of deliberately making false interpretation, the violation of perjury will apply.
293	118	1	11	en-US	your name please.
294	118	1	12	zh-TW	保羅安德森
295	118	1	13	en-US	your passport number, please.
296	118	1	14	en-US	AC44432189
297	118	1	15	en-US	your mailing address, please.
298	118	1	16	zh-TW	台北市和平東路一段52號
299	118	1	17	en-US	now I am going to inform you your right and obligation.
300	118	1	18	en-US	1. You have the right to remain silent and do not have to make any statement against your will.
301	118	1	19	en-US	2. You have the right to a lawyer. If you come from a low-income family, a medium-and-low-income family, or if you are an aborigine or meet other qualifications set by the law, you may ask the court for legal assistance.
302	118	1	20	en-US	3. You have the right to ask the court to investigate any evidence which may help you with your case.
303	118	1	21	en-US	Do you fully understand your rights?
304	118	1	22	en-US	Yes, I understand.
305	118	1	23	en-US	plaintiff, your name please.
306	118	1	24	en-US	Hsau chen Chen
307	118	1	25	en-US	null
308	118	1	26	en-US	H228489212
309	118	1	27	en-US	null
310	118	1	28	en-US	5F, NO132, Xuefu Rd, Sanxia District, New Taipei City.
311	118	1	29	en-US	Paul Anderson, on May 27th 2014, when you went to Ying ge Ceramics Museum, you took Miss Chen’s umbrella. The situation is that you didn’t tell the plaintiff, and when you give back the umbrella, Miss Chen found out that you stole her umbrella. Then she sued you of stealing. Today’s purpose is to understand the details of that day. Please answer my question to help the police to understand the situation. Later, I will ask the plaintiff, Miss Chen, some details of that day. Do both parties understand the procedure? 
312	118	1	30	zh-TW	我了解
313	118	1	31	en-US	I understand
314	118	1	32	en-US	Defendant, at 4:15 p.m. on May 27th 2014, where was you?
315	118	1	33	zh-TW	我在鶯歌陶瓷博物館
316	118	1	34	en-US	Did you see Miss Chen?
317	118	1	35	zh-TW	有阿，當我把傘放回傘價的時候。她就在那了。
318	118	1	36	en-US	What happened?
319	118	1	37	zh-TW	他對我大叫說我偷了他的傘。我試著要告訴他我拿錯把了，我沒有偷他的傘。可是他根本不聽我說。
320	118	1	38	en-US	Why Miss Chen still insist that you steal her umbrella?
321	118	1	39	zh-TW	那天我跟我跟我同學去博物館看展覽。當我們看完的時候，我的兩個同學說他們很餓。所以我們決定去外面找地方吃東西。可是當我們要離開的時候，外面在下雨。我沒有帶傘，所以想跟我同學借把傘。但是我很高又很壯，我決定跟我朋友亞當借傘。她的身形跟我很像。所以我從傘架上拿了他的傘。我跟教授一起去買一些麵包。當我們回來的時候，陳小姐就開始對我大吼大叫。
322	118	1	40	en-US	Do you mean that the umbrella you borrowed on that day is Adan’s?
323	118	1	41	zh-TW	對阿，那把傘是亞當的。我根本沒有想要偷別人的傘。
324	118	1	42	en-US	Did you remember the umbrella’s color and type?
325	118	1	43	zh-TW	我只記得顏色，是藍色的而且不是很新的傘。
326	118	1	44	en-US	Was the whole umbrella blue?
327	118	1	45	zh-TW	在我認知裡面，它是藍色的。
328	118	1	46	en-US	Is there anyone can prove that you are innocent?
329	118	1	47	zh-TW	有阿，當我到博物館時，我的兩個同學跟教授都跟我在一起。我教授甚至要借我他的傘，但是因為它的傘太小了，我就沒拿了。我不想要教授淋濕。我其他兩個同學也在那。
330	118	1	48	en-US	Can all of your friends arrive the court to prove what you just said, right?
331	118	1	49	zh-TW	應該是吧
332	118	1	50	en-US	Do you have any evidence that you want the court to investigate for you?
333	118	1	51	zh-TW	我試著想要把傘環給陳小姐。可是他不接受，我想跟他道歉，它也不聽。我的兩個朋友跟教授可以證明我說的話是真的。
334	118	1	52	en-US	Now I am going to ask Miss Chen some details of that day. Miss Chen, can you deliberate what happened on that day?
335	118	1	53	en-US	when I went to the Yingge Ceramics Museum, it was raining. I put my umbrella on the umbrella rack when I went into the museum. After I went out of the museum, I found out that my umbrella disappeared. I ask the staff of the museum to find my umbrella, and then I saw the foreigner gave the umbrella back to the rack. I was so angry and I ask him why he took my umbrella? Didn’t you know there is raining outside?............
336	118	1	54	en-US	What’s the color of the umbrella which you brought at that day?
337	118	1	55	en-US	The umbrella I took that day is blue. It’s dark blue.
338	118	1	56	en-US	Please check page5. Is the umbrella on the pictures yours?
339	118	1	57	en-US	Yes, it’s my umbrella.
340	118	1	58	en-US	The umbrella on that picture is common which you can buy in any convenient store. How can you make sure that it is yours?
341	118	1	59	en-US	I bought the umbrella in convenient store. But the button on the umbrella is broken, and it can’t buckle up. I have told the detail to the police when I sue the case. The umbrella the foreigner gave back has the same character. It is my umbrella.
342	118	1	60	en-US	null
343	118	1	61	en-US	What do you mean that it is just an umbrella? …………………………………. If he didn’t give back the umbrella to me, did he want me to go home when it’s raining?
344	118	1	62	en-US	I understand. I will subpoena three of your friends and ask them to arrive to the court to deliberate the details of that day. The next court date is at 3 o’clock on June 19th 2014. You and your friends should arrive to the court. Is that ok with you, defendant?
345	118	1	63	zh-TW	好,我會出席
346	118	1	64	en-US	Miss Chen, you can choose to arrive to the next court or not. Basically, we will ask the defendant’s classmates and his professor some details.
347	118	1	65	en-US	No, if I come here, I have to take a day off.
348	118	1	66	en-US	I understand. Today’s court is dismissed. Please sign your name on the record page and you can leave.
349	126	1	1	en-US	Today, we are here for the procedure of case number1425, this case is for the robbery.
350	126	1	10	en-US	I am here for the case number 1425. In the case of deliberately making………the perjury will apply.
351	126	1	11	en-US	your name, please?
352	126	1	12	zh-TW	珀爾安德森
353	126	1	13	en-US	your passport number?
354	126	1	14	en-US	AC44432189
355	126	1	15	en-US	Your mailing address?
356	126	1	16	zh-TW	 台北市和平路一段52號
357	126	1	17	en-US	Now, I am going to inform your rights and obligations.
358	126	1	18	en-US	First, you have the right to remain silent and do not have to make any statement against your will.
359	126	1	19	en-US	Second, you have the right to the lawyer. If you can from a low-income family, a medium-and-low income family, or if you are an aborigine, or you are qualified for any qualification which is set by the law, you may ask the court to investigate any evidence.
360	126	1	20	en-US	Third, you may ask the court to help you investigate any evidence which may help you with your case.
361	126	1	21	en-US	Do you fully understand?
362	126	1	22	zh-TW	我了解
363	126	1	23	en-US	you name, plase.
364	126	1	24	en-US	Xiaoqian Chen.
365	126	1	25	en-US	your ID number?
366	126	1	26	en-US	H228489212
367	126	1	27	en-US	null
368	126	1	28	en-US	Four floor to five, number 134, Xue Fu road, Sansia district, New Taipei City
369	126	1	29	en-US	The incident happened on May 27th,2014. The plaintiff, Paul Anderson, was accused for taking Xiaoqian Chen’s umbrella at the Ceramics museum in Ying ge. Such behavior happened when the defendant was not conscious. Plaintiff, when you wanted to put the umbrella back to the umbrella rack, the defendant noticed. Therefore, she filed this case. The procedure mainly wants to know what happened on that day. Please answer my questions so the court can know what happened on that day. Do you understand? Later, I will also ask the defendant to know what happened on that day. Do both parties understand the procedure?
370	126	1	30	zh-TW	我了解。
371	126	1	31	en-US	I understand, too.
372	126	1	32	en-US	Ok, first, defendant, where are you at four fifteen p.m. May 27th, 2014?
373	126	1	33	zh-TW	我在鶯歌陶瓷博物館。
374	126	1	34	en-US	Did you see the defendant, Miss Chen, at that time?
375	126	1	35	zh-TW	有，當我把傘放回傘架的時候，陳小姐就在那。
376	126	1	36	en-US	So what happened at that time?
377	126	1	37	zh-TW	她對著我大喊，說我偷了她的雨傘。我試著跟她講說我只是拿錯了，我沒有偷她的傘，我試著跟她解釋，但她卻不聽。
378	126	1	38	en-US	But why Ms.Chen said that you steal her umbrella?
379	126	1	39	zh-TW	那天，我和一些同學去鶯歌陶瓷博物館看一個展覽。我們看完展後，兩個同學說他們肚子很餓。所以我們決定出去走走並且吃飯，再找找可以吃晚餐的地方。當我要離開博物館時，我發現在下雨了。我沒有帶傘所以我想要和我同學借傘。因為我比較高也比較壯，所以我決定要和我的同學艾登借傘，因為他的體型和我比較類似。所以我從傘架拿了一把傘，然後和我的教授和同學去買麵包。當我們回來的時候，陳小姐就對著我們大喊了。
380	126	1	40	en-US	Do you mean the umbrella that you borrow is your friend, Adam’s?
381	126	1	41	zh-TW	對啊，我以為我拿的傘是艾登的，我沒有要偷別人的傘的意思。
382	126	1	42	en-US	Do you remember what color is the umbrella you took on that day? Or what kind of shape it is?
383	126	1	43	zh-TW	我只記得顏色是藍色的，而且樣式也比較舊。
384	126	1	44	en-US	So the whole umbrella is blue in your memory?
